index,noise_type,snr_db,original_index
14676,gaussian,-15,47106
14677,gaussian,-30,1711
14678,gaussian,-25,49466
14679,burst,-25,22643
14680,sp,-15,10374
14681,sp,-25,39984
14682,sp,-25,45825
14683,burst,-10,12009
14684,burst,-20,23810
14685,burst,-10,6773
14686,gaussian,-15,38841
14687,sp,-10,41955
14688,sp,-20,6350
14689,sp,-30,35283
14690,gaussian,-10,41946
14691,sp,-15,30385
14692,burst,-25,25011
14693,sp,-10,18844
14694,burst,-15,43950
14695,gaussian,-20,21510
14696,burst,-15,12649
14697,sp,-15,15401
14698,gaussian,-30,32757
14699,burst,-10,20934
14700,gaussian,-15,38693
14701,gaussian,-15,24500
14702,gaussian,-10,34621
14703,burst,-25,34266
14704,gaussian,-10,35481
14705,sp,-30,31427
14706,burst,-15,32713
14707,burst,-10,33569
14708,gaussian,-10,39426
14709,burst,-15,6200
14710,burst,-25,37475
14711,gaussian,-10,5283
14712,burst,-10,38606
14713,burst,-20,36564
14714,burst,-30,22413
14715,burst,-10,42209
14716,gaussian,-10,16365
14717,sp,-10,23304
14718,sp,-15,4133
14719,gaussian,-30,48823
14720,gaussian,-30,25719
14721,burst,-10,17099
14722,burst,-20,39688
14723,burst,-10,21171
14724,gaussian,-10,46426
14725,sp,-30,7891
14726,sp,-30,3416
14727,gaussian,-20,5791
14728,burst,-15,27868
14729,sp,-20,40801
14730,sp,-30,35605
14731,burst,-30,14172
14732,sp,-30,17180
14733,burst,-15,2985
14734,sp,-25,44348
14735,gaussian,-15,31852
14736,sp,-30,12039
14737,burst,-10,38612
14738,sp,-15,46583
14739,gaussian,-10,34322
14740,burst,-20,23047
14741,burst,-30,870
14742,sp,-15,15072
14743,sp,-15,20542
14744,sp,-10,47570
14745,gaussian,-25,19546
14746,gaussian,-10,8489
14747,sp,-10,301
14748,burst,-20,11334
14749,gaussian,-10,43232
14750,gaussian,-25,49633
14751,gaussian,-20,44590
14752,sp,-10,6514
14753,gaussian,-30,32727
14754,gaussian,-20,16224
14755,sp,-20,1671
14756,sp,-20,528
14757,burst,-15,10302
14758,sp,-15,20175
14759,gaussian,-10,12590
14760,sp,-30,35267
14761,burst,-15,36882
14762,gaussian,-25,430
14763,sp,-15,45454
14764,sp,-20,39816
14765,sp,-15,22241
14766,gaussian,-30,1093
14767,gaussian,-20,27031
14768,sp,-25,35628
14769,gaussian,-15,568
14770,sp,-15,6893
14771,burst,-10,35461
14772,gaussian,-15,49086
14773,gaussian,-10,39917
14774,burst,-30,47207
14775,sp,-20,31045
14776,sp,-25,6115
14777,gaussian,-10,38402
14778,burst,-15,44449
14779,burst,-20,23699
14780,burst,-10,15155
14781,burst,-20,34013
14782,burst,-30,14722
14783,sp,-25,48500
14784,sp,-15,37573
14785,sp,-25,23135
14786,burst,-25,20007
14787,burst,-15,15224
14788,gaussian,-25,24398
14789,sp,-25,36466
14790,sp,-25,25561
14791,sp,-10,22226
14792,sp,-15,29307
14793,burst,-10,14703
14794,burst,-10,25497
14795,gaussian,-30,46698
14796,burst,-30,13856
14797,gaussian,-25,15618
14798,sp,-30,44643
14799,burst,-15,14649
14800,burst,-10,37731
14801,sp,-20,31710
14802,gaussian,-20,1716
14803,sp,-30,12956
14804,sp,-20,818
14805,sp,-30,38076
14806,burst,-30,44239
14807,gaussian,-15,10597
14808,gaussian,-20,38574
14809,sp,-30,48695
14810,sp,-15,2590
14811,burst,-15,24999
14812,gaussian,-25,28354
14813,gaussian,-15,11877
14814,burst,-20,3597
14815,sp,-30,34868
14816,sp,-20,31587
14817,sp,-30,3000
14818,gaussian,-30,22342
14819,burst,-10,16849
14820,sp,-15,7835
14821,gaussian,-25,45945
14822,gaussian,-30,35007
14823,gaussian,-25,36741
14824,sp,-25,31165
14825,burst,-15,33082
14826,sp,-25,6008
14827,gaussian,-25,7657
14828,sp,-30,35623
14829,gaussian,-20,16963
14830,gaussian,-20,34651
14831,burst,-15,45774
14832,burst,-20,11436
14833,burst,-15,44800
14834,gaussian,-20,36551
14835,gaussian,-15,48851
14836,gaussian,-15,48981
14837,gaussian,-20,27050
14838,burst,-20,34149
14839,burst,-25,29415
14840,burst,-10,28679
14841,sp,-15,8508
14842,sp,-25,34270
14843,sp,-30,18230
14844,burst,-20,4094
14845,burst,-10,33103
14846,sp,-30,5188
14847,burst,-30,2272
14848,gaussian,-30,7697
14849,sp,-30,5448
14850,sp,-25,15514
14851,burst,-10,17067
14852,gaussian,-30,1835
14853,burst,-15,25563
14854,burst,-10,49448
14855,gaussian,-10,44208
14856,sp,-10,6405
14857,gaussian,-25,30767
14858,gaussian,-25,46252
14859,burst,-15,28605
14860,gaussian,-15,13730
14861,burst,-15,48079
14862,gaussian,-30,18863
14863,gaussian,-25,41034
14864,burst,-20,49823
14865,gaussian,-15,17373
14866,sp,-25,13071
14867,sp,-25,43269
14868,gaussian,-10,9784
14869,burst,-10,9886
14870,burst,-20,26006
14871,sp,-30,24404
14872,gaussian,-30,34905
14873,gaussian,-10,45608
14874,gaussian,-10,2766
14875,gaussian,-20,22690
14876,burst,-25,44890
14877,gaussian,-30,41738
14878,burst,-20,4233
14879,burst,-30,43140
14880,gaussian,-10,1862
14881,sp,-25,24610
14882,gaussian,-20,33335
14883,gaussian,-20,45315
14884,sp,-30,49844
14885,sp,-10,41445
14886,sp,-20,49844
14887,gaussian,-30,2703
14888,burst,-20,38911
14889,gaussian,-25,9345
14890,gaussian,-20,33472
14891,sp,-15,40292
14892,sp,-30,28176
14893,burst,-25,24365
14894,sp,-15,41372
14895,burst,-30,38971
14896,burst,-30,1370
14897,sp,-20,32645
14898,sp,-20,27990
14899,sp,-25,13614
14900,sp,-10,49983
14901,sp,-10,13252
14902,gaussian,-30,9780
14903,sp,-10,12780
14904,burst,-25,47891
14905,burst,-20,31019
14906,burst,-30,8007
14907,burst,-10,17831
14908,gaussian,-10,45543
14909,gaussian,-30,45994
14910,sp,-30,9337
14911,sp,-20,45949
14912,sp,-15,26378
14913,gaussian,-30,25039
14914,burst,-20,44662
14915,sp,-15,47710
14916,sp,-30,40998
14917,gaussian,-10,36366
14918,gaussian,-10,28171
14919,sp,-15,5386
14920,sp,-15,34569
14921,sp,-25,46554
14922,sp,-20,32094
14923,burst,-10,31791
14924,gaussian,-10,7085
14925,burst,-30,29611
14926,gaussian,-15,40647
14927,burst,-20,31808
14928,gaussian,-30,19708
14929,sp,-15,39873
14930,sp,-10,25008
14931,gaussian,-25,16086
14932,burst,-30,13683
14933,sp,-15,20458
14934,sp,-25,19204
14935,gaussian,-10,38693
14936,sp,-30,12824
14937,burst,-30,898
14938,burst,-15,34774
14939,sp,-10,45478
14940,burst,-25,26461
14941,sp,-25,1616
14942,sp,-30,13479
14943,sp,-30,37381
14944,burst,-20,33317
14945,burst,-10,3338
14946,sp,-30,12331
14947,sp,-20,27185
14948,sp,-25,48917
14949,gaussian,-25,9853
14950,sp,-30,38464
14951,sp,-30,35528
14952,gaussian,-20,44699
14953,gaussian,-30,11665
14954,gaussian,-10,43909
14955,sp,-15,43563
14956,sp,-30,11450
14957,sp,-15,42633
14958,gaussian,-15,3828
14959,sp,-25,25779
14960,sp,-25,15125
14961,sp,-30,48932
14962,sp,-30,20918
14963,gaussian,-15,30012
14964,gaussian,-15,38272
14965,gaussian,-20,46126
14966,sp,-10,39066
14967,burst,-20,26308
14968,burst,-20,21927
14969,gaussian,-20,6105
14970,gaussian,-15,18538
14971,sp,-10,41398
14972,gaussian,-30,4688
14973,sp,-15,11636
14974,gaussian,-20,30500
14975,gaussian,-10,33990
14976,gaussian,-30,11653
14977,burst,-10,13368
14978,gaussian,-10,38985
14979,sp,-10,2385
14980,sp,-15,44067
14981,sp,-15,26643
14982,sp,-15,13029
14983,sp,-10,452
14984,gaussian,-30,14983
14985,burst,-15,49357
14986,burst,-30,45596
14987,sp,-15,35954
14988,burst,-20,22963
14989,gaussian,-25,42174
14990,burst,-10,41456
14991,gaussian,-20,32646
14992,burst,-30,23365
14993,sp,-20,7250
14994,burst,-25,2455
14995,gaussian,-15,44081
14996,gaussian,-30,14149
14997,gaussian,-30,10100
14998,gaussian,-25,26009
14999,sp,-25,46688
15000,burst,-25,21712
15001,gaussian,-15,47767
15002,gaussian,-15,18258
15003,gaussian,-20,15195
15004,sp,-25,14250
15005,gaussian,-30,38180
15006,sp,-15,32725
15007,gaussian,-15,23372
15008,burst,-30,15690
15009,burst,-10,31536
15010,sp,-15,45387
15011,sp,-20,27103
15012,gaussian,-25,29140
15013,gaussian,-15,37346
15014,burst,-25,39542
15015,gaussian,-15,31508
15016,burst,-15,3830
15017,sp,-10,6484
15018,burst,-25,48293
15019,burst,-30,46504
15020,sp,-10,26349
15021,sp,-10,13183
15022,gaussian,-30,49972
15023,sp,-20,15201
15024,sp,-15,5069
15025,sp,-15,35341
15026,gaussian,-30,38428
15027,burst,-30,27317
15028,sp,-30,44947
15029,burst,-10,2686
15030,gaussian,-30,30952
15031,sp,-10,22494
15032,burst,-30,16511
15033,sp,-20,22503
15034,gaussian,-10,28846
15035,gaussian,-30,20670
15036,sp,-10,1716
15037,burst,-10,7129
15038,burst,-15,25962
15039,burst,-10,30420
15040,gaussian,-10,36022
15041,gaussian,-30,9772
15042,sp,-30,12868
15043,burst,-30,13514
15044,burst,-20,29300
15045,burst,-10,40200
15046,gaussian,-25,42226
15047,burst,-10,42165
15048,sp,-10,25662
15049,sp,-25,16405
15050,gaussian,-15,43527
15051,gaussian,-15,47493
15052,burst,-30,24743
15053,burst,-20,23658
15054,burst,-30,34744
15055,burst,-30,27900
15056,burst,-15,36400
15057,gaussian,-15,17497
15058,gaussian,-10,8915
15059,burst,-15,14703
15060,gaussian,-20,4462
15061,gaussian,-25,6524
15062,gaussian,-30,48014
15063,gaussian,-10,29251
15064,sp,-10,10035
15065,gaussian,-20,12961
15066,sp,-25,12355
15067,gaussian,-15,47606
15068,gaussian,-10,41024
15069,gaussian,-20,25019
15070,burst,-15,15629
15071,burst,-25,44187
15072,burst,-15,15859
15073,sp,-15,27566
15074,sp,-15,42471
15075,gaussian,-20,48133
15076,sp,-30,36399
15077,gaussian,-10,8091
15078,sp,-10,26808
15079,sp,-10,32335
15080,gaussian,-30,23857
15081,sp,-10,12094
15082,burst,-20,10199
15083,sp,-25,47457
15084,sp,-30,31870
15085,sp,-25,10018
15086,gaussian,-30,14486
15087,burst,-25,413
15088,gaussian,-20,11941
15089,gaussian,-15,41826
15090,burst,-25,4530
15091,burst,-25,1802
15092,sp,-25,19656
15093,gaussian,-10,48800
15094,sp,-30,40995
15095,sp,-20,39304
15096,burst,-15,34487
15097,burst,-25,23900
15098,gaussian,-10,35294
15099,gaussian,-20,11737
15100,burst,-15,23137
15101,gaussian,-30,18779
15102,sp,-15,13285
15103,gaussian,-20,9320
15104,sp,-20,42762
15105,sp,-25,20470
15106,burst,-15,33728
15107,burst,-15,18873
15108,burst,-30,4991
15109,burst,-20,4818
15110,burst,-25,38678
15111,gaussian,-30,30682
15112,gaussian,-25,38842
15113,burst,-10,5057
15114,sp,-20,17646
15115,gaussian,-15,28239
15116,sp,-15,42518
15117,gaussian,-25,45162
15118,burst,-25,32374
15119,gaussian,-25,18778
15120,burst,-10,1680
15121,sp,-15,49640
15122,sp,-30,27102
15123,gaussian,-20,38432
15124,sp,-15,18185
15125,gaussian,-25,3443
15126,sp,-20,22580
15127,sp,-30,20154
15128,gaussian,-25,45107
15129,burst,-25,23059
15130,gaussian,-10,29556
15131,sp,-30,36337
15132,sp,-20,43984
15133,sp,-15,42703
15134,gaussian,-30,18828
15135,sp,-25,23147
15136,sp,-20,8880
15137,burst,-20,44217
15138,gaussian,-20,29437
15139,burst,-15,10366
15140,sp,-10,35788
15141,burst,-20,36477
15142,sp,-15,40387
15143,gaussian,-10,10182
15144,burst,-30,45800
15145,sp,-15,21875
15146,sp,-25,37530
15147,sp,-20,592
15148,burst,-30,1849
15149,sp,-30,44094
15150,gaussian,-15,17016
15151,gaussian,-30,25355
15152,burst,-25,32024
15153,burst,-20,32817
15154,sp,-25,7104
15155,gaussian,-30,26779
15156,sp,-25,45654
15157,gaussian,-20,27267
15158,gaussian,-30,48866
15159,sp,-30,40461
15160,sp,-30,2606
15161,gaussian,-10,14151
15162,burst,-25,5937
15163,burst,-25,28840
15164,burst,-15,26026
15165,sp,-30,36159
15166,burst,-15,28229
15167,burst,-20,24173
15168,sp,-10,28660
15169,sp,-20,28415
15170,sp,-10,47933
15171,sp,-30,47799
15172,gaussian,-10,11232
15173,gaussian,-25,11729
15174,burst,-20,49008
15175,sp,-30,37561
15176,gaussian,-25,34649
15177,burst,-10,27624
15178,gaussian,-30,48792
15179,burst,-20,48319
15180,sp,-10,44045
15181,burst,-30,9904
15182,sp,-20,17146
15183,gaussian,-15,31521
15184,sp,-10,49079
15185,sp,-15,10635
15186,sp,-25,4347
15187,gaussian,-15,1305
15188,burst,-25,32789
15189,burst,-30,25619
15190,burst,-25,35273
15191,gaussian,-20,13095
15192,gaussian,-10,42968
15193,burst,-25,28066
15194,sp,-15,23296
15195,gaussian,-10,43602
15196,sp,-25,38286
15197,gaussian,-20,14103
15198,burst,-25,41605
15199,burst,-15,17409
15200,gaussian,-20,41350
15201,sp,-25,2962
15202,burst,-10,49290
15203,gaussian,-10,26951
15204,burst,-10,4257
15205,burst,-25,19006
15206,burst,-20,32562
15207,sp,-15,9528
15208,burst,-15,33098
15209,gaussian,-15,3778
15210,gaussian,-25,38122
15211,sp,-15,12825
15212,gaussian,-25,27574
15213,gaussian,-25,41794
15214,sp,-15,40808
15215,burst,-15,22538
15216,gaussian,-15,22236
15217,gaussian,-25,453
15218,burst,-15,14681
15219,burst,-10,31616
15220,burst,-30,42653
15221,sp,-25,46754
15222,burst,-20,3390
15223,sp,-20,1463
15224,sp,-15,22556
15225,burst,-15,26691
15226,sp,-15,4127
15227,gaussian,-25,18270
15228,burst,-30,49185
15229,burst,-20,11027
15230,sp,-15,42165
15231,burst,-10,179
15232,gaussian,-30,9205
15233,burst,-10,36469
15234,sp,-20,20967
15235,burst,-30,36087
15236,burst,-30,14823
15237,sp,-30,1835
15238,gaussian,-30,44623
15239,sp,-20,48801
15240,sp,-10,39148
15241,gaussian,-30,43678
15242,gaussian,-15,47455
15243,burst,-15,18596
15244,burst,-30,46089
15245,gaussian,-10,40062
15246,gaussian,-20,39643
15247,sp,-25,39123
15248,gaussian,-10,23787
15249,gaussian,-30,5701
15250,burst,-15,26537
15251,burst,-20,23789
15252,burst,-10,9163
15253,burst,-20,29078
15254,gaussian,-30,3462
15255,gaussian,-25,35002
15256,burst,-15,10134
15257,sp,-10,4066
15258,gaussian,-10,21213
15259,sp,-30,27329
15260,burst,-30,20875
15261,gaussian,-25,14646
15262,sp,-15,2725
15263,gaussian,-30,17317
15264,sp,-25,13535
15265,burst,-15,15882
15266,burst,-25,32469
15267,gaussian,-10,18998
15268,sp,-25,21080
15269,sp,-15,19782
15270,gaussian,-25,27557
15271,sp,-10,17630
15272,sp,-15,9652
15273,sp,-25,21308
15274,burst,-15,41773
15275,sp,-15,1915
15276,burst,-30,40412
15277,gaussian,-25,6475
15278,gaussian,-20,16805
15279,gaussian,-25,489
15280,gaussian,-15,29300
15281,sp,-25,42568
15282,sp,-20,30625
15283,burst,-30,40139
15284,sp,-15,32542
15285,burst,-10,15095
15286,gaussian,-30,48139
15287,sp,-10,8050
15288,gaussian,-10,26972
15289,burst,-25,19260
15290,sp,-20,40800
15291,gaussian,-20,49939
15292,sp,-30,9645
15293,gaussian,-20,29784
15294,burst,-10,49790
15295,gaussian,-30,49568
15296,burst,-10,9549
15297,gaussian,-10,45291
15298,gaussian,-10,5575
15299,gaussian,-25,3921
15300,burst,-20,32631
15301,burst,-15,14821
15302,gaussian,-15,16741
15303,gaussian,-10,25783
15304,sp,-10,39814
15305,sp,-20,25517
15306,gaussian,-25,46479
15307,gaussian,-30,41581
15308,gaussian,-25,6447
15309,burst,-15,677
15310,sp,-25,6483
15311,sp,-10,43325
15312,burst,-20,40567
15313,sp,-10,7301
15314,burst,-10,21618
15315,gaussian,-25,2562
15316,sp,-20,30033
15317,burst,-20,19658
15318,burst,-20,11988
15319,burst,-15,13864
15320,gaussian,-30,6333
15321,gaussian,-30,27847
15322,sp,-30,20190
15323,gaussian,-10,3878
15324,burst,-15,47560
15325,gaussian,-30,49267
15326,gaussian,-10,26007
15327,sp,-10,3062
15328,burst,-10,28921
15329,gaussian,-10,7471
15330,gaussian,-10,43764
15331,gaussian,-10,39372
15332,sp,-15,13731
15333,sp,-10,20036
15334,gaussian,-10,43893
15335,burst,-25,26070
15336,gaussian,-25,34377
15337,sp,-15,48172
15338,burst,-10,1000
15339,burst,-25,29004
15340,burst,-15,13817
15341,gaussian,-10,23299
15342,sp,-15,44171
15343,burst,-30,47563
15344,sp,-30,2312
15345,gaussian,-15,47784
15346,burst,-20,41699
15347,burst,-25,32021
15348,burst,-25,34682
15349,burst,-10,3026
15350,burst,-15,48597
15351,burst,-15,13422
15352,burst,-20,2322
15353,gaussian,-15,1805
15354,burst,-25,10500
15355,burst,-15,45138
15356,gaussian,-10,8999
15357,gaussian,-10,4530
15358,burst,-20,30293
15359,burst,-30,2918
15360,sp,-20,49111
15361,gaussian,-30,31455
15362,burst,-20,12288
15363,sp,-30,7172
15364,sp,-30,34320
15365,burst,-25,3318
15366,sp,-20,305
15367,sp,-25,3792
15368,burst,-25,15332
15369,gaussian,-25,6024
15370,gaussian,-25,28967
15371,sp,-15,24751
15372,burst,-25,291
15373,gaussian,-10,32007
15374,gaussian,-10,26601
15375,sp,-10,30049
15376,burst,-15,19353
15377,burst,-15,8306
15378,sp,-30,47430
15379,gaussian,-20,39119
15380,burst,-25,33828
15381,gaussian,-30,30743
15382,burst,-10,25602
15383,sp,-10,9541
15384,gaussian,-10,39559
15385,sp,-25,25437
15386,sp,-20,10805
15387,sp,-10,10468
15388,burst,-20,29857
15389,sp,-10,3959
15390,burst,-25,28241
15391,gaussian,-30,12119
15392,sp,-25,18313
15393,gaussian,-25,43653
15394,burst,-25,7436
15395,gaussian,-30,39942
15396,gaussian,-30,32284
15397,sp,-15,34143
15398,burst,-15,45648
15399,gaussian,-15,15927
15400,burst,-25,15401
15401,sp,-25,23226
15402,gaussian,-10,48875
15403,sp,-20,12615
15404,gaussian,-15,16178
15405,burst,-10,42433
15406,burst,-15,3796
15407,sp,-30,21019
15408,gaussian,-25,2461
15409,gaussian,-10,33572
15410,gaussian,-10,4385
15411,sp,-15,29435
15412,gaussian,-10,6989
15413,burst,-20,8295
15414,sp,-20,18890
15415,sp,-15,38545
15416,gaussian,-15,7904
15417,gaussian,-25,13856
15418,gaussian,-15,11129
15419,gaussian,-10,18453
15420,sp,-20,43022
15421,sp,-30,33126
15422,gaussian,-30,32778
15423,burst,-10,20179
15424,gaussian,-30,14048
15425,sp,-10,34213
15426,burst,-25,27283
15427,burst,-30,26949
15428,sp,-15,33726
15429,gaussian,-20,949
15430,gaussian,-10,24631
15431,sp,-20,42247
15432,sp,-20,10204
15433,gaussian,-25,46314
15434,sp,-15,5015
15435,gaussian,-15,1829
15436,burst,-30,40840
15437,burst,-15,36822
15438,sp,-10,6051
15439,sp,-20,28357
15440,sp,-30,20737
15441,gaussian,-25,8469
15442,gaussian,-30,11280
15443,gaussian,-30,18710
15444,burst,-25,10493
15445,gaussian,-30,46066
15446,sp,-30,20540
15447,sp,-10,40575
15448,gaussian,-30,11690
15449,sp,-15,16876
15450,sp,-15,23105
15451,burst,-10,46268
15452,sp,-20,6419
15453,sp,-30,45239
15454,sp,-25,24196
15455,gaussian,-15,2005
15456,burst,-20,21455
15457,burst,-25,25651
15458,gaussian,-10,48017
15459,gaussian,-20,45833
15460,burst,-25,31904
15461,burst,-30,15267
15462,gaussian,-25,17342
15463,burst,-15,46653
15464,sp,-10,34727
15465,burst,-30,2605
15466,burst,-10,14454
15467,sp,-10,28800
15468,sp,-10,15475
15469,burst,-15,4512
15470,sp,-20,29792
15471,burst,-15,36319
15472,burst,-20,6125
15473,burst,-15,26239
15474,burst,-30,21529
15475,sp,-10,19745
15476,gaussian,-25,45708
15477,gaussian,-15,47411
15478,gaussian,-10,13845
15479,burst,-15,278
15480,gaussian,-25,43432
15481,sp,-25,43154
15482,burst,-25,31353
15483,gaussian,-25,3153
15484,burst,-30,15799
15485,sp,-20,45016
15486,sp,-20,28633
15487,burst,-15,12593
15488,sp,-30,42059
15489,gaussian,-25,10260
15490,sp,-15,25663
15491,gaussian,-20,42265
15492,sp,-25,3508
15493,burst,-10,12064
15494,sp,-20,26416
15495,gaussian,-20,12895
15496,burst,-30,45103
15497,sp,-15,43690
15498,sp,-15,35164
15499,sp,-15,12202
15500,sp,-10,30854
15501,sp,-25,24879
15502,gaussian,-15,9298
15503,burst,-30,10623
15504,sp,-25,7144
15505,burst,-15,15104
15506,sp,-20,3085
15507,burst,-25,10677
15508,gaussian,-20,11010
15509,burst,-20,35320
15510,gaussian,-15,34540
15511,burst,-10,9609
15512,sp,-10,36027
15513,sp,-25,41691
15514,gaussian,-30,28688
15515,burst,-10,46512
15516,sp,-25,34191
15517,sp,-30,46707
15518,sp,-10,46870
15519,burst,-20,30181
15520,gaussian,-20,13146
15521,sp,-20,47127
15522,gaussian,-25,355
15523,gaussian,-10,9997
15524,sp,-20,3207
15525,sp,-30,9674
15526,burst,-30,17575
15527,sp,-30,31789
15528,gaussian,-30,46061
15529,sp,-25,41017
15530,sp,-20,40123
15531,sp,-20,18781
15532,sp,-10,19837
15533,gaussian,-20,28563
15534,burst,-10,18058
15535,gaussian,-25,28591
15536,gaussian,-10,7881
15537,burst,-10,31137
15538,sp,-15,24535
15539,gaussian,-25,36589
15540,gaussian,-20,38149
15541,sp,-15,38182
15542,sp,-25,20842
15543,burst,-30,22254
15544,burst,-20,14311
15545,sp,-25,31785
15546,gaussian,-20,25242
15547,sp,-25,29924
15548,burst,-15,24878
15549,sp,-30,9108
15550,gaussian,-25,49911
15551,gaussian,-15,34019
15552,gaussian,-10,31502
15553,sp,-15,28398
15554,sp,-20,41957
15555,gaussian,-10,8488
15556,gaussian,-25,48783
15557,gaussian,-25,43278
15558,burst,-20,6099
15559,sp,-15,46274
15560,gaussian,-10,1349
15561,sp,-15,7747
15562,sp,-25,35744
15563,gaussian,-20,33334
15564,gaussian,-20,49916
15565,burst,-30,18832
15566,gaussian,-10,32416
15567,gaussian,-25,28057
15568,burst,-10,25986
15569,gaussian,-10,48034
15570,sp,-30,24101
15571,burst,-20,8536
15572,burst,-30,17212
15573,gaussian,-25,5269
15574,burst,-25,32890
15575,burst,-10,34101
15576,burst,-15,1916
15577,gaussian,-10,32677
15578,sp,-25,10551
15579,sp,-10,1877
15580,sp,-20,34460
15581,sp,-25,1498
15582,burst,-25,35312
15583,burst,-10,4753
15584,gaussian,-25,38368
15585,sp,-10,15527
15586,sp,-15,6147
15587,burst,-30,29407
15588,burst,-20,14882
15589,gaussian,-20,48354
15590,burst,-30,35535
15591,sp,-15,27375
15592,sp,-25,44452
15593,burst,-25,49741
15594,burst,-10,32793
15595,sp,-25,27983
15596,sp,-30,9210
15597,burst,-30,27467
15598,sp,-20,7673
15599,sp,-25,13855
15600,sp,-30,7608
15601,gaussian,-10,25530
15602,gaussian,-10,42103
15603,gaussian,-30,2442
15604,burst,-25,31753
15605,gaussian,-15,20662
15606,gaussian,-10,48178
15607,sp,-10,37687
15608,gaussian,-30,36887
15609,gaussian,-30,36986
15610,burst,-15,35020
15611,burst,-20,30669
15612,burst,-15,446
15613,gaussian,-30,37879
15614,gaussian,-20,41215
15615,sp,-10,20076
15616,burst,-25,15901
15617,sp,-20,35532
15618,burst,-20,37963
15619,burst,-30,33687
15620,gaussian,-25,49682
15621,burst,-30,39751
15622,sp,-15,33946
15623,burst,-25,9231
15624,sp,-25,24212
15625,sp,-30,38296
15626,sp,-30,1883
15627,burst,-25,36046
15628,sp,-15,46984
15629,gaussian,-15,46798
15630,burst,-10,17799
15631,gaussian,-25,26795
15632,sp,-20,40745
15633,sp,-20,1843
15634,burst,-30,4031
15635,sp,-10,13005
15636,sp,-25,25334
15637,burst,-25,27289
15638,burst,-20,45858
15639,gaussian,-20,32009
15640,sp,-10,24771
15641,burst,-25,25023
15642,sp,-20,47565
